timestamp,Zone,Shift,Pressure_PSI,Temperature_C,Flow_Rate_LPM
2026-06-25 00:10:00,ZONE_SOUTH,Morning,222.8442480095784,53.39306332362246,760.0393865171
2026-06-25 00:22:00,ZONE_EAST,Night,248.25911775712535,53.22899310118665,894.4310392935245
2026-06-25 00:24:00,ZONE_CENTRAL,Afternoon,220.8668189410167,57.467330273838456,981.7420872889622
2026-06-25 00:26:00,ZONE_SOUTH,Night,166.86803254449967,57.31171022191699,945.9840003375418
2026-06-25 00:28:00,ZONE_WEST,Morning,179.7664474102873,56.56025338937854,1180.5326109520072
2026-06-25 00:36:00,ZONE_NORTH,Night,234.22414934345568,58.117982732859446,1214.0760946025412
2026-06-25 00:54:00,ZONE_SOUTH,Morning,275.62025670920843,45.49553287615024,1034.756150833514
2026-06-25 01:08:00,ZONE_EAST,Morning,184.42739332063965,45.328028377105824,693.5308577404732
2026-06-25 01:12:00,ZONE_EAST,Afternoon,250.14510297034877,47.729507324121634,1292.7727628006564
2026-06-25 01:14:00,ZONE_CENTRAL,Afternoon,238.8530042345104,55.90377145519942,1355.789432227141
2026-06-25 01:22:00,ZONE_NORTH,Morning,212.1854927721546,46.96233469634573,992.7400751890646
2026-06-25 01:24:00,ZONE_WEST,Night,208.58845336630932,49.14415478278208,752.2817826882508
2026-06-25 01:26:00,ZONE_SOUTH,Night,150.14160149357969,50.143472517250935,878.7381182312745
2026-06-25 01:28:00,ZONE_SOUTH,Night,128.9994710904276,48.656575070787646,1174.3444198675984
2026-06-25 01:30:00,ZONE_NORTH,Afternoon,132.91335267103776,52.12937693077289,773.9383769073705
2026-06-25 01:40:00,ZONE_WEST,Morning,273.6909658117496,53.00065045063306,614.0380502581203
2026-06-25 01:44:00,ZONE_WEST,Afternoon,201.45309257063536,58.99990091430473,1094.322852453147
2026-06-25 01:52:00,ZONE_WEST,Night,140.50961764785566,47.68270606161156,1077.1012941546053
2026-06-25 01:56:00,ZONE_WEST,Afternoon,219.13091596458557,49.80362826286205,950.2606493075236
2026-06-25 01:58:00,ZONE_SOUTH,Afternoon,228.08517897920908,45.22652002103187,1054.3364026187264
2026-06-25 02:00:00,ZONE_SOUTH,Morning,244.3732022531509,47.071337757722695,994.6337408700454
2026-06-25 02:06:00,ZONE_SOUTH,Afternoon,122.1627634719552,54.03297551056135,1032.5679639329576
2026-06-25 02:26:00,ZONE_SOUTH,Morning,224.7633141763341,55.08022684845531,988.9317507629188
2026-06-25 02:28:00,ZONE_CENTRAL,Morning,182.4137662048342,58.05890919274482,854.1980516385021
2026-06-25 02:30:00,ZONE_SOUTH,Morning,151.1276751519858,48.11293858548664,711.8215727505144
2026-06-25 02:34:00,ZONE_WEST,Night,144.66360389381347,50.92443699556092,635.9085483973785
2026-06-25 02:50:00,ZONE_NORTH,Morning,167.73403897399982,51.61297735922168,1268.47522418897
2026-06-25 03:02:00,ZONE_NORTH,Morning,229.42027858612903,45.58895567445326,712.2735781744367
2026-06-25 03:06:00,ZONE_EAST,Night,244.47112439525137,48.66140469931223,642.3646403610596
2026-06-25 03:08:00,ZONE_NORTH,Morning,254.61435504096767,55.39003744410303,1076.006737357359
2026-06-25 03:14:00,ZONE_SOUTH,Night,165.26174556581844,45.63097559085784,774.5399810223777
2026-06-25 03:26:00,ZONE_SOUTH,Morning,149.30712438852683,49.79824830992768,630.9294514573908
2026-06-25 03:30:00,ZONE_CENTRAL,Morning,209.5989874341693,50.13442451580792,718.9503157616506
2026-06-25 03:38:00,ZONE_EAST,Afternoon,122.94095836403872,45.14864401087936,688.4966561858307
2026-06-25 03:48:00,ZONE_NORTH,Night,195.0464074665541,57.1541432347289,1149.738954087602
2026-06-25 03:52:00,ZONE_SOUTH,Morning,213.6124506197146,52.59147109738306,998.6863474355504
2026-06-25 03:54:00,ZONE_EAST,Night,202.1072026128903,52.47488857613822,651.7633574718809
2026-06-25 04:00:00,ZONE_SOUTH,Night,131.3888378108938,49.81599866725152,928.1314520334428
2026-06-25 04:02:00,ZONE_WEST,Morning,134.32323148749478,49.91159607616893,1091.4659812678328
2026-06-25 04:06:00,ZONE_EAST,Afternoon,176.9269004513589,55.80383009134582,903.105903640988
2026-06-25 04:12:00,ZONE_CENTRAL,Afternoon,230.0656146328519,52.14211437139666,712.9134411805949
2026-06-25 04:14:00,ZONE_WEST,Afternoon,258.2327715215217,45.052585337225054,909.8072322035472
2026-06-25 04:30:00,ZONE_EAST,Morning,143.7573092808455,55.603656077098,1184.5879219245492
2026-06-25 04:44:00,ZONE_WEST,Afternoon,154.58015973580194,52.55033911736416,1037.4692082159893
2026-06-25 04:46:00,ZONE_WEST,Morning,149.34485577755834,47.52067115501483,823.0804240694118
2026-06-25 04:50:00,ZONE_WEST,Night,250.8104527271355,45.62442489030917,1388.8574962710836
2026-06-25 04:52:00,ZONE_WEST,Night,254.87199890225716,57.73189543333343,803.4792809581104
2026-06-25 04:54:00,ZONE_EAST,Morning,203.2729747423013,59.72085877756903,1244.9969196687462
2026-06-25 05:00:00,ZONE_NORTH,Morning,125.62794104505544,57.15603507889873,1365.7884891872218
2026-06-25 05:02:00,ZONE_NORTH,Afternoon,265.89145498187884,55.609099815144845,989.293673841594
2026-06-25 05:04:00,ZONE_NORTH,Morning,244.05310878174657,50.17523724270165,1139.3344324453235
2026-06-25 05:08:00,ZONE_EAST,Morning,240.57762103647795,51.14697224854483,983.6291560344212
2026-06-25 05:12:00,ZONE_WEST,Morning,243.5343238210056,51.20639115753398,854.923803253881
2026-06-25 05:18:00,ZONE_EAST,Afternoon,146.91377478936664,46.70098534076371,960.91191960084
2026-06-25 05:34:00,ZONE_EAST,Afternoon,166.51556921930643,59.331976540783295,1349.3648347057804
2026-06-25 05:36:00,ZONE_NORTH,Afternoon,277.3970966395209,48.43369110482329,756.9126390887989
2026-06-25 05:56:00,ZONE_CENTRAL,Morning,253.5086591849188,58.94799236556741,1369.0383793063545
2026-06-25 05:58:00,ZONE_NORTH,Afternoon,253.28099443217377,58.06836859921531,860.5187892050704
2026-06-25 06:04:00,ZONE_NORTH,Afternoon,173.78564123912318,53.48645051724117,682.2515089848429
2026-06-25 06:06:00,ZONE_SOUTH,Afternoon,169.3550740132298,53.07752647767464,850.0557868183657
2026-06-25 06:18:00,ZONE_EAST,,207.06930383628827,47.29740776779775,1072.1333902501665
2026-06-25 06:28:00,ZONE_WEST,Afternoon,132.96953022041652,45.62866332077151,1000.7694610874914
2026-06-25 06:32:00,ZONE_EAST,Night,159.93995270569334,46.01350611791867,1397.0172542425637
2026-06-25 06:42:00,NAN,Morning,269.3327070586156,57.93709421288861,909.1920848468116
2026-06-25 06:48:00,ZONE_WEST,Night,147.24146434006974,48.75855181641531,603.7126603984055
2026-06-25 06:54:00,ZONE_EAST,Afternoon,216.5737260253129,56.965211825249774,1247.331043958221
2026-06-25 07:04:00,ZONE_EAST,Morning,201.01608852493,57.4404135395704,1304.3029801489392
2026-06-25 07:06:00,ZONE_SOUTH,Night,275.44261708866225,57.24233811700579,1279.7925825163002
2026-06-25 07:14:00,ZONE_WEST,Morning,229.03361846804356,53.993542988718985,1065.7305568786962
2026-06-25 07:18:00,ZONE_NORTH,Night,261.3973422130219,55.02053892655566,984.6502314374128
2026-06-25 07:20:00,ZONE_SOUTH,Afternoon,209.83647099786828,48.20368643520982,671.3363817491067
2026-06-25 07:24:00,ZONE_EAST,Morning,155.89906811175777,59.96322989152813,1321.8252563524989
2026-06-25 07:26:00,NAN,Night,199.01587131329603,55.81736479928752,1104.149151296959
2026-06-25 07:28:00,ZONE_NORTH,Night,273.8563240919806,56.87979564557666,809.853771598405
2026-06-25 07:30:00,ZONE_NORTH,Night,243.1427462213847,59.41647225405113,823.440311370765
2026-06-25 07:36:00,ZONE_EAST,Night,207.8829589357508,47.85604804347628,953.0593367880756
2026-06-25 07:44:00,ZONE_WEST,Night,235.38548291422035,58.66838748520912,1159.7491359478147
2026-06-25 07:50:00,ZONE_SOUTH,Afternoon,268.9744464812824,55.902925436547264,1156.0575615476127
2026-06-25 07:58:00,ZONE_CENTRAL,Morning,255.35444097576533,57.97030348065452,1364.3293552632235
2026-06-25 08:00:00,ZONE_EAST,Night,188.4009125941386,54.430127200191336,1325.4497200771586
2026-06-25 08:02:00,ZONE_NORTH,Night,163.55848680096716,58.234675881829126,1231.5008619020073
2026-06-25 08:06:00,ZONE_EAST,Morning,253.74967840264128,58.32293184211766,788.1106464158163
